IP:Port,Loss,Latency
188.114.96.232:908,0%,188.54
188.114.99.238:1018,0%,188.54
188.114.99.184:854,0%,188.59
188.114.97.138:3476,0%,188.65
188.114.99.195:890,0%,188.70
188.114.97.124:968,0%,188.76
188.114.98.78:942,0%,188.77
188.114.99.123:968,0%,188.77
188.114.98.216:7559,0%,188.90
188.114.99.50:891,0%,188.91
188.114.97.0:2408,0%,188.91
188.114.99.82:891,0%,189.01
188.114.98.90:1387,0%,189.01
188.114.97.62:1010,0%,189.12
188.114.96.168:7156,0%,189.21
188.114.97.151:500,0%,189.28
188.114.98.144:864,0%,189.31
188.114.98.73:3138,0%,189.37
188.114.99.124:908,0%,189.60
188.114.98.186:7156,0%,189.61
188.114.97.180:500,0%,189.63
188.114.99.164:988,0%,189.66
188.114.98.167:3581,0%,189.71
188.114.98.137:987,0%,189.89
188.114.96.157:5279,0%,189.92
188.114.98.137:7281,0%,190.18
188.114.99.212:968,0%,190.18
188.114.96.46:1701,0%,190.19
188.114.99.2:864,0%,190.23
188.114.97.24:859,0%,190.24
188.114.96.83:4177,0%,190.37
188.114.97.10:2408,0%,190.37
188.114.99.181:1018,0%,190.68
188.114.98.153:4233,0%,190.86
188.114.98.244:7152,0%,190.93
188.114.97.116:943,0%,190.99
188.114.98.151:1701,0%,191.15
188.114.98.84:988,0%,193.27
188.114.99.205:7281,0%,193.37
188.114.96.1:5279,0%,194.45
188.114.97.68:968,0%,200.54
188.114.98.122:8742,0%,201.00
188.114.96.144:988,0%,201.04
188.114.98.213:878,0%,201.13
188.114.96.57:4177,0%,201.13
188.114.99.111:903,0%,201.19
188.114.96.12:4177,0%,201.26
188.114.98.242:3854,0%,201.38
188.114.99.196:894,0%,201.44
188.114.96.4:8854,0%,201.45
188.114.96.127:4177,0%,201.47
188.114.98.139:1701,0%,201.48
188.114.96.114:987,0%,201.51
188.114.99.8:928,0%,201.53
188.114.98.2:968,0%,201.55
188.114.98.158:891,0%,201.58
188.114.98.226:928,0%,201.60
188.114.99.139:968,0%,201.63
188.114.99.109:854,0%,201.65
188.114.97.157:968,0%,201.70
188.114.97.202:943,0%,201.74
188.114.98.173:1701,0%,201.75
188.114.98.1:1701,0%,201.78
188.114.98.56:1070,0%,201.79
188.114.97.164:3138,0%,201.83
188.114.99.175:890,0%,201.97
188.114.99.76:1018,0%,201.97
188.114.99.129:946,0%,201.98
188.114.98.206:928,0%,202.01
188.114.97.161:7156,0%,202.01
188.114.97.216:955,0%,202.05
188.114.97.54:7156,0%,202.06
188.114.96.154:3581,0%,202.09
188.114.96.90:864,0%,202.10
188.114.99.72:7152,0%,202.13
188.114.98.60:1387,0%,202.14
188.114.99.90:943,0%,202.15
188.114.98.198:8854,0%,202.16
188.114.99.95:1843,0%,202.16
188.114.99.234:2408,0%,202.17
188.114.98.10:859,0%,202.21
188.114.99.166:890,0%,202.26
188.114.98.54:7156,0%,202.28
188.114.97.130:1014,0%,202.35
188.114.96.80:1018,0%,202.37
188.114.96.2:946,0%,202.40
188.114.99.241:946,0%,202.41
188.114.99.16:2506,0%,202.42
188.114.98.187:987,0%,202.46
188.114.98.139:934,0%,202.46
188.114.96.245:1002,0%,202.48
188.114.98.13:2506,0%,202.50
188.114.99.95:894,0%,202.53
188.114.97.244:1070,0%,202.55
188.114.96.224:891,0%,202.58
188.114.98.176:3581,0%,202.58
188.114.96.254:987,0%,202.59
188.114.99.123:7152,0%,202.59
188.114.98.40:7152,0%,202.61
188.114.97.152:3138,0%,202.63
188.114.96.140:1070,0%,202.65
188.114.97.216:943,0%,202.65
188.114.99.63:859,0%,202.65
188.114.99.138:854,0%,202.67
188.114.99.4:903,0%,202.70
188.114.99.240:1180,0%,202.71
188.114.97.75:1002,0%,202.71
188.114.99.244:988,0%,202.73
188.114.99.40:945,0%,202.74
188.114.96.38:3854,0%,202.74
188.114.99.58:7559,0%,202.79
188.114.99.94:4500,0%,202.79
188.114.97.172:1070,0%,202.80
188.114.97.120:946,0%,202.82
188.114.99.212:988,0%,202.83
188.114.96.100:8319,0%,202.83
188.114.98.226:7156,0%,202.83
188.114.99.155:7152,0%,202.83
188.114.96.158:987,0%,202.86
188.114.98.245:1180,0%,202.88
188.114.98.166:4198,0%,202.89
188.114.99.149:8854,0%,202.90
188.114.96.86:8854,0%,202.92
188.114.97.100:854,0%,202.94
188.114.98.85:7281,0%,202.94
188.114.98.177:987,0%,202.95
188.114.97.254:8854,0%,202.96
188.114.98.171:3581,0%,202.97
188.114.96.98:8854,0%,202.97
188.114.97.119:4500,0%,202.98
188.114.98.43:880,0%,202.98
188.114.98.65:968,0%,203.00
188.114.98.78:2408,0%,203.02
188.114.98.99:943,0%,203.06
188.114.97.168:5279,0%,203.06
188.114.96.234:8319,0%,203.06
188.114.99.167:890,0%,203.08
188.114.99.213:903,0%,203.08
188.114.97.160:4500,0%,203.09
188.114.99.98:2506,0%,203.09
188.114.98.49:942,0%,203.09
188.114.99.122:968,0%,203.10
188.114.99.219:955,0%,203.10
188.114.96.7:4198,0%,203.11
188.114.96.54:908,0%,203.12
188.114.98.120:968,0%,203.12
188.114.99.59:7156,0%,203.13
188.114.96.208:4177,0%,203.14
188.114.96.162:3854,0%,203.15
188.114.98.194:8319,0%,203.18
188.114.99.84:2371,0%,203.18
188.114.99.236:939,0%,203.19
188.114.96.250:3476,0%,203.19
188.114.99.100:3138,0%,203.20
188.114.99.180:859,0%,203.22
188.114.96.174:500,0%,203.22
188.114.97.30:1387,0%,203.22
188.114.99.3:1180,0%,203.23
188.114.99.130:4500,0%,203.26
188.114.96.118:4177,0%,203.29
188.114.98.167:928,0%,203.29
188.114.97.184:1701,0%,203.30
188.114.98.170:955,0%,203.34
188.114.97.14:8886,0%,203.34
188.114.96.68:942,0%,203.35
188.114.96.34:4198,0%,203.35
188.114.97.37:1014,0%,203.35
188.114.96.168:1070,0%,203.37
188.114.99.114:955,0%,203.40
188.114.98.183:903,0%,203.40
188.114.96.106:2408,0%,203.41
188.114.99.124:5956,0%,203.42
188.114.98.224:8854,0%,203.43
188.114.97.243:934,0%,203.44
188.114.97.41:939,0%,203.45
188.114.99.142:939,0%,203.45
188.114.98.46:5956,0%,203.46
188.114.97.110:1074,0%,203.47
188.114.96.32:7559,0%,203.48
188.114.96.0:943,0%,203.48
188.114.97.66:955,0%,203.49
188.114.97.223:5956,0%,203.49
188.114.98.60:945,0%,203.50
188.114.97.16:890,0%,203.54
188.114.96.35:939,0%,203.57
188.114.97.57:946,0%,203.58
188.114.99.148:4500,0%,203.60
188.114.99.41:7152,0%,203.60
188.114.98.79:854,0%,203.61
188.114.98.243:8854,0%,203.62
188.114.99.132:4500,0%,203.65
188.114.98.82:894,0%,203.66
188.114.98.88:988,0%,203.67
188.114.99.228:500,0%,203.67
188.114.97.208:1010,0%,203.67
188.114.96.237:4233,0%,203.67
188.114.96.24:500,0%,203.68
188.114.99.56:2371,0%,203.69
188.114.97.113:1843,0%,203.70
188.114.96.247:3854,0%,203.72
188.114.96.242:8854,0%,203.73
188.114.96.183:3581,0%,203.74
188.114.97.126:3854,0%,203.75
188.114.99.148:4233,0%,203.75
188.114.99.126:880,0%,203.75
188.114.98.168:859,0%,203.77
188.114.96.152:945,0%,203.78
188.114.98.11:3581,0%,203.79
188.114.97.200:878,0%,203.79
188.114.96.65:1180,0%,203.79
188.114.96.197:8319,0%,203.79
188.114.98.180:1018,0%,203.82
188.114.96.62:7559,0%,203.84
188.114.99.44:1180,0%,203.87
188.114.98.224:4233,0%,203.87
188.114.99.74:864,0%,203.88
188.114.97.128:945,0%,203.88
188.114.99.50:939,0%,203.88
188.114.96.243:500,0%,203.88
188.114.97.20:7103,0%,203.88
188.114.98.232:500,0%,203.89
188.114.99.204:1843,0%,203.90
188.114.99.166:1002,0%,203.90
188.114.96.5:7152,0%,203.91
188.114.96.46:8854,0%,203.91
188.114.96.101:5956,0%,203.93
188.114.98.97:942,0%,203.95
188.114.96.5:8854,0%,203.96
188.114.97.250:7103,0%,203.96
188.114.97.124:939,0%,203.97
188.114.96.170:955,0%,203.97
188.114.98.40:945,0%,203.98
188.114.96.23:987,0%,203.98
188.114.98.1:890,0%,203.98
188.114.99.102:988,0%,204.00
188.114.99.190:8886,0%,204.01
188.114.99.130:2371,0%,204.01
188.114.98.76:1074,0%,204.02
188.114.98.92:987,0%,204.04
188.114.98.197:903,0%,204.07
188.114.97.18:908,0%,204.07
188.114.98.109:7103,0%,204.08
188.114.98.40:8886,0%,204.08
188.114.99.114:890,0%,204.09
188.114.99.43:854,0%,204.10
188.114.98.133:7559,0%,204.11
188.114.96.55:1701,0%,204.13
188.114.99.202:1701,0%,204.15
188.114.97.227:1070,0%,204.16
188.114.99.241:968,0%,204.20
188.114.97.141:890,0%,204.21
188.114.99.164:894,0%,204.25
188.114.98.140:859,0%,204.26
188.114.97.174:7281,0%,204.26
188.114.96.157:8742,0%,204.27
188.114.99.215:890,0%,204.27
188.114.96.214:4233,0%,204.27
188.114.97.38:3581,0%,204.30
188.114.99.163:943,0%,204.30
188.114.98.79:4233,0%,204.30
188.114.97.119:3138,0%,204.32
188.114.98.94:1074,0%,204.32
188.114.97.31:2506,0%,204.32
188.114.99.120:945,0%,204.33
188.114.99.191:1070,0%,204.36
188.114.96.106:955,0%,204.37
188.114.98.244:1002,0%,204.37
188.114.99.107:5956,0%,204.38
188.114.96.216:894,0%,204.39
188.114.98.78:988,0%,204.40
188.114.97.70:890,0%,204.40
188.114.97.24:5279,0%,204.41
188.114.99.163:2371,0%,204.44
188.114.99.179:1014,0%,204.47
188.114.99.161:908,0%,204.48
188.114.98.97:934,0%,204.49
188.114.97.85:5279,0%,204.50
188.114.96.46:3476,0%,204.50
188.114.96.118:7559,0%,204.51
188.114.99.200:7152,0%,204.52
188.114.96.161:943,0%,204.53
188.114.99.223:968,0%,204.53
188.114.99.140:8854,0%,204.53
188.114.99.213:4500,0%,204.55
188.114.99.9:945,0%,204.56
188.114.97.142:942,0%,204.56
188.114.98.164:8319,0%,204.56
188.114.98.94:8319,0%,204.58
188.114.99.216:2408,0%,204.58
188.114.99.111:908,0%,204.58
188.114.99.244:1002,0%,204.59
188.114.97.28:946,0%,204.59
188.114.97.136:7281,0%,204.60
188.114.98.243:946,0%,204.61
188.114.98.34:903,0%,204.62
188.114.98.188:1843,0%,204.63
188.114.96.235:1002,0%,204.63
188.114.97.28:988,0%,204.66
188.114.99.182:988,0%,204.67
188.114.98.14:968,0%,204.68
188.114.97.80:4198,0%,204.69
188.114.96.94:942,0%,204.69
188.114.96.142:1701,0%,204.69
188.114.98.8:7281,0%,204.70
188.114.98.102:2506,0%,204.72
188.114.99.192:903,0%,204.72
188.114.98.96:4500,0%,204.73
188.114.98.237:8886,0%,204.75
188.114.96.171:8854,0%,204.75
188.114.99.250:968,0%,204.77
188.114.99.86:939,0%,204.77
188.114.99.243:4177,0%,204.77
188.114.96.230:1014,0%,204.83
188.114.98.51:1074,0%,204.84
188.114.96.94:1074,0%,204.87
188.114.96.34:891,0%,204.88
188.114.96.51:4500,0%,204.88
188.114.98.226:1387,0%,204.91
188.114.97.74:945,0%,204.92
188.114.97.58:987,0%,204.92
188.114.99.216:1070,0%,204.92
188.114.96.220:1002,0%,204.94
188.114.96.202:4500,0%,204.94
188.114.99.119:4500,0%,204.94
188.114.96.243:878,0%,204.95
188.114.98.238:878,0%,204.96
188.114.99.70:1014,0%,204.98
188.114.98.191:7103,0%,205.02
188.114.99.103:988,0%,205.02
188.114.97.214:4198,0%,205.03
188.114.99.112:3138,0%,205.04
188.114.98.13:8319,0%,205.04
188.114.99.243:894,0%,205.05
188.114.98.47:5956,0%,205.05
188.114.98.46:880,0%,205.06
188.114.99.24:3581,0%,205.06
188.114.97.76:8854,0%,205.09
188.114.98.61:854,0%,205.10
188.114.98.181:939,0%,205.10
188.114.96.42:987,0%,205.11
188.114.98.16:955,0%,205.12
188.114.99.164:946,0%,205.15
188.114.96.84:1387,0%,205.15
188.114.96.162:8886,0%,205.15
188.114.99.228:1180,0%,205.15
188.114.97.220:878,0%,205.16
188.114.96.108:945,0%,205.17
188.114.97.34:2506,0%,205.17
188.114.97.186:1074,0%,205.18
188.114.99.190:8854,0%,205.19
188.114.98.233:2506,0%,205.19
188.114.98.49:908,0%,205.19
188.114.98.142:945,0%,205.19
188.114.98.211:891,0%,205.19
188.114.98.30:7559,0%,205.20
188.114.99.97:890,0%,205.21
188.114.99.38:7103,0%,205.22
188.114.96.238:1010,0%,205.22
188.114.99.41:3138,0%,205.23
188.114.96.166:864,0%,205.24
188.114.96.204:4198,0%,205.25
188.114.99.104:5956,0%,205.25
188.114.98.139:945,0%,205.26
188.114.98.169:7156,0%,205.27
188.114.98.237:2408,0%,205.29
188.114.97.214:1014,0%,205.29
188.114.98.122:5956,0%,205.30
188.114.99.58:890,0%,205.30
188.114.96.132:2408,0%,205.30
188.114.99.243:7281,0%,205.30
188.114.96.43:2506,0%,205.30
188.114.99.69:878,0%,205.31
188.114.98.4:3138,0%,205.34
188.114.97.147:894,0%,205.36
188.114.99.94:5956,0%,205.36
188.114.97.209:4177,0%,205.36
188.114.98.105:908,0%,205.37
188.114.97.52:7152,0%,205.39
188.114.99.28:2506,0%,205.40
188.114.96.49:4233,0%,205.42
188.114.98.30:3476,0%,205.44
188.114.98.197:1701,0%,205.45
188.114.96.76:928,0%,205.45
188.114.96.137:988,0%,205.48
188.114.96.106:4500,0%,205.49
188.114.97.102:942,0%,205.49
188.114.97.178:942,0%,205.50
188.114.98.46:2506,0%,205.53
188.114.97.79:8742,0%,205.54
188.114.96.83:946,0%,205.55
188.114.99.71:5956,0%,205.55
188.114.98.144:894,0%,205.55
188.114.97.236:890,0%,205.56
188.114.96.226:1074,0%,205.56
188.114.99.133:1074,0%,205.56
188.114.99.220:1387,0%,205.57
188.114.99.100:939,0%,205.58
188.114.99.84:5279,0%,205.59
188.114.99.71:2408,0%,205.59
188.114.96.218:859,0%,205.60
188.114.96.89:3138,0%,205.60
188.114.98.234:4177,0%,205.60
188.114.97.246:955,0%,205.62
188.114.98.89:928,0%,205.62
188.114.96.118:1070,0%,205.63
188.114.96.225:903,0%,205.65
188.114.98.132:943,0%,205.65
188.114.97.33:945,0%,205.66
188.114.96.72:939,0%,205.66
188.114.98.13:4198,0%,205.67
188.114.98.159:955,0%,205.68
188.114.97.217:1701,0%,205.68
188.114.99.49:1010,0%,205.69
188.114.97.178:1070,0%,205.70
188.114.99.153:7559,0%,205.72
188.114.98.96:2371,0%,205.72
188.114.99.97:903,0%,205.73
188.114.96.201:8854,0%,205.73
188.114.98.225:2408,0%,205.73
188.114.99.23:3138,0%,205.74
188.114.98.43:934,0%,205.74
188.114.99.185:1010,0%,205.74
188.114.98.107:1002,0%,205.75
188.114.96.5:859,0%,205.76
188.114.99.58:7156,0%,205.76
188.114.96.91:2506,0%,205.78
188.114.96.172:968,0%,205.79
188.114.99.185:854,0%,205.80
188.114.98.13:1843,0%,205.82
188.114.99.132:942,0%,205.85
188.114.96.218:891,0%,205.85
188.114.99.218:934,0%,205.85
188.114.96.166:8886,0%,205.86
188.114.98.37:7152,0%,205.86
188.114.99.204:864,0%,205.86
188.114.99.16:7156,0%,205.86
188.114.97.114:2408,0%,205.87
188.114.98.117:943,0%,205.87
188.114.96.248:8854,0%,205.87
188.114.98.82:4177,0%,205.88
188.114.96.170:2371,0%,205.88
188.114.97.42:943,0%,205.88
188.114.97.222:945,0%,205.89
188.114.97.125:1701,0%,205.89
188.114.99.53:968,0%,205.90
188.114.96.92:968,0%,205.91
188.114.96.217:4233,0%,205.92
188.114.99.142:1180,0%,205.92
188.114.97.66:3581,0%,205.92
188.114.98.153:891,0%,205.92
188.114.98.131:2371,0%,205.92
188.114.98.22:3581,0%,205.93
188.114.96.56:1002,0%,205.95
188.114.97.106:1010,0%,205.96
188.114.98.158:5956,0%,205.98
188.114.99.0:1701,0%,205.98
188.114.97.0:1070,0%,206.00
188.114.97.168:928,0%,206.00
188.114.98.65:988,0%,206.00
188.114.98.183:2506,0%,206.02
188.114.99.93:3476,0%,206.03
188.114.99.38:939,0%,206.04
188.114.99.210:859,0%,206.05
188.114.97.127:939,0%,206.06
188.114.99.94:890,0%,206.06
188.114.97.153:968,0%,206.06
188.114.97.120:928,0%,206.06
188.114.97.177:4177,0%,206.08
188.114.99.254:942,0%,206.09
188.114.97.166:3581,0%,206.09
188.114.96.170:4177,0%,206.09
188.114.99.67:5279,0%,206.10
188.114.96.147:7559,0%,206.12
188.114.98.186:500,0%,206.14
188.114.97.214:1010,0%,206.15
188.114.96.235:890,0%,206.17
188.114.96.123:945,0%,206.19
188.114.99.99:934,0%,206.19
188.114.98.36:1180,0%,206.20
188.114.96.42:891,0%,206.20
188.114.99.143:903,0%,206.21
188.114.98.77:943,0%,206.21
188.114.96.115:8319,0%,206.23
188.114.96.242:942,0%,206.24
188.114.98.175:4198,0%,206.24
188.114.98.103:1002,0%,206.26
188.114.99.213:7559,0%,206.26
188.114.96.22:1014,0%,206.26
188.114.99.216:8742,0%,206.27
188.114.99.179:854,0%,206.27
188.114.98.19:988,0%,206.30
188.114.97.242:942,0%,206.30
188.114.97.31:8886,0%,206.30
188.114.99.46:955,0%,206.31
188.114.99.91:8319,0%,206.32
188.114.96.9:943,0%,206.32
188.114.99.60:5956,0%,206.35
188.114.97.246:1010,0%,206.35
188.114.97.100:890,0%,206.35
188.114.97.158:3476,0%,206.35
188.114.99.36:988,0%,206.36
188.114.97.148:4198,0%,206.37
188.114.98.94:939,0%,206.38
188.114.98.140:8319,0%,206.38
188.114.96.136:934,0%,206.39
188.114.97.197:1002,0%,206.40
188.114.99.17:908,0%,206.40
188.114.96.184:7103,0%,206.41
188.114.97.203:946,0%,206.41
188.114.99.63:8742,0%,206.42
188.114.96.168:2506,0%,206.44
188.114.97.179:2371,0%,206.44
188.114.99.216:500,0%,206.45
188.114.97.150:928,0%,206.46
188.114.98.61:943,0%,206.47
188.114.96.54:1387,0%,206.47
188.114.98.52:7103,0%,206.48
188.114.99.213:891,0%,206.48
188.114.98.101:3138,0%,206.52
188.114.98.220:7103,0%,206.53
188.114.99.16:2371,0%,206.54
188.114.99.242:878,0%,206.56
188.114.97.250:1701,0%,206.56
188.114.97.177:946,0%,206.57
188.114.97.153:1074,0%,206.57
188.114.98.164:891,0%,206.59
188.114.96.159:1070,0%,206.59
188.114.96.168:988,0%,206.59
188.114.97.230:1701,0%,206.60
188.114.96.156:7281,0%,206.61
188.114.97.169:1070,0%,206.64
188.114.99.49:946,0%,206.66
188.114.97.147:3138,0%,206.68
188.114.99.19:934,0%,206.68
188.114.98.234:945,0%,206.68
188.114.99.48:3138,0%,206.70
188.114.96.252:7152,0%,206.70
188.114.96.214:500,0%,206.71
188.114.96.173:988,0%,206.72
188.114.96.240:3476,0%,206.74
188.114.97.177:943,0%,206.78
188.114.98.156:1843,0%,206.79
188.114.99.110:7156,0%,206.80
188.114.99.159:928,0%,206.80
188.114.96.206:8886,0%,206.83
188.114.99.154:891,0%,206.84
188.114.97.176:3476,0%,206.84
188.114.98.30:1387,0%,206.85
188.114.99.149:7152,0%,206.85
188.114.98.138:2506,0%,206.85
188.114.98.142:3854,0%,206.88
188.114.98.190:3138,0%,206.89
188.114.98.1:7559,0%,206.92
188.114.98.175:7559,0%,206.92
188.114.99.217:928,0%,206.94
188.114.99.17:1843,0%,206.97
188.114.98.36:4177,0%,206.99
188.114.99.39:945,0%,206.99
188.114.99.11:7156,0%,207.00
188.114.97.74:859,0%,207.01
188.114.97.39:2408,0%,207.01
188.114.97.123:1074,0%,207.02
188.114.96.48:987,0%,207.02
188.114.97.140:890,0%,207.03
188.114.97.143:942,0%,207.03
188.114.98.138:908,0%,207.05
188.114.99.196:2371,0%,207.05
188.114.97.31:7156,0%,207.06
188.114.99.218:1010,0%,207.09
188.114.96.249:7152,0%,207.11
188.114.99.1:7103,0%,207.11
188.114.99.249:903,0%,207.12
188.114.99.113:7152,0%,207.13
188.114.99.35:1180,0%,207.13
188.114.99.50:1018,0%,207.14
188.114.97.78:1387,0%,207.14
188.114.98.87:7152,0%,207.14
188.114.98.39:987,0%,207.15
188.114.98.237:942,0%,207.17
188.114.96.4:928,0%,207.17
188.114.97.56:968,0%,207.18
188.114.99.217:4198,0%,207.19
188.114.97.91:7103,0%,207.22
188.114.97.220:934,0%,207.23
188.114.98.155:1701,0%,207.23
188.114.99.175:7156,0%,207.24
188.114.96.72:3138,0%,207.26
188.114.99.203:2371,0%,207.27
188.114.97.32:942,0%,207.28
188.114.99.30:7559,0%,207.28
188.114.96.245:1180,0%,207.28
188.114.97.34:8854,0%,207.29
188.114.96.88:2371,0%,207.29
188.114.99.144:1070,0%,207.29
188.114.98.136:1701,0%,207.30
188.114.98.137:908,0%,207.31
188.114.98.15:7152,0%,207.31
188.114.99.35:878,0%,207.32
188.114.98.219:945,0%,207.34
188.114.98.233:3476,0%,207.35
188.114.96.226:7152,0%,207.35
188.114.98.79:955,0%,207.36
188.114.99.166:7559,0%,207.38
188.114.96.77:4500,0%,207.38
188.114.97.5:946,0%,207.38
188.114.97.132:894,0%,207.38
188.114.98.103:942,0%,207.41
188.114.98.30:903,0%,207.42
188.114.96.168:955,0%,207.44
188.114.99.141:3854,0%,207.48
188.114.97.82:2371,0%,207.50
188.114.99.20:928,0%,207.50
188.114.98.1:946,0%,207.55
188.114.98.14:928,0%,207.55
188.114.97.205:928,0%,207.56
188.114.96.200:943,0%,207.59
188.114.96.166:4177,0%,207.59
188.114.96.16:3854,0%,207.60
188.114.99.242:4198,0%,207.62
188.114.96.202:859,0%,207.65
188.114.98.106:1002,0%,207.65
188.114.98.248:7559,0%,207.66
188.114.98.226:1014,0%,207.68
188.114.97.232:3854,0%,207.69
188.114.98.120:988,0%,207.72
188.114.97.169:942,0%,207.75
188.114.97.61:945,0%,207.76
188.114.99.10:4198,0%,207.76
188.114.97.241:4233,0%,207.77
188.114.99.47:2506,0%,207.83
188.114.99.107:4500,0%,207.86
188.114.97.142:945,0%,207.86
188.114.98.211:3476,0%,207.87
188.114.99.26:5956,0%,207.87
188.114.98.251:854,0%,207.88
188.114.99.196:934,0%,207.88
188.114.99.107:2371,0%,207.89
188.114.99.140:3854,0%,207.89
188.114.99.42:864,0%,207.90
188.114.99.83:934,0%,207.90
188.114.97.157:7281,0%,207.91
188.114.98.28:8319,0%,207.91
188.114.98.28:7152,0%,207.94
188.114.96.170:3138,0%,207.94
188.114.99.222:5279,0%,207.97
188.114.99.51:2408,0%,208.02
188.114.98.70:942,0%,208.04
188.114.99.146:1018,0%,208.07
188.114.96.179:4233,0%,208.08
188.114.97.204:500,0%,208.08
188.114.99.153:4198,0%,208.12
188.114.96.252:4500,0%,208.17
188.114.96.62:8886,0%,208.18
188.114.96.19:4177,0%,208.18
188.114.96.34:903,0%,208.18
188.114.97.18:1070,0%,208.20
188.114.97.53:1387,0%,208.21
188.114.98.53:945,0%,208.22
188.114.98.157:880,0%,208.22
188.114.96.78:945,0%,208.23
188.114.97.66:4177,0%,208.24
188.114.96.196:3581,0%,208.24
188.114.99.218:2408,0%,208.24
188.114.97.248:946,0%,208.24
188.114.98.207:939,0%,208.26
188.114.96.188:5956,0%,208.28
188.114.98.128:928,0%,208.28
188.114.96.212:1002,0%,208.31
188.114.99.188:3138,0%,208.34
188.114.99.172:5279,0%,208.35
188.114.99.166:1070,0%,208.36
188.114.97.36:878,0%,208.36
188.114.97.221:942,0%,208.38
188.114.97.101:5956,0%,208.40
188.114.96.178:3854,0%,208.40
188.114.96.8:5279,0%,208.41
188.114.99.156:3581,0%,208.41
188.114.97.22:891,0%,208.49
188.114.96.70:2408,0%,208.53
188.114.96.45:8886,0%,208.54
188.114.96.124:891,0%,208.56
188.114.98.26:1387,0%,208.63
188.114.98.23:8854,0%,208.63
188.114.96.85:1180,0%,208.63
188.114.97.250:854,0%,208.66
188.114.98.100:854,0%,208.66
188.114.97.197:1074,0%,208.68
188.114.97.120:1074,0%,208.68
188.114.96.40:1014,0%,208.69
188.114.99.126:1002,0%,208.69
188.114.96.188:5279,0%,208.70
188.114.99.178:7559,0%,208.71
188.114.97.158:7281,0%,208.72
188.114.96.173:4198,0%,208.74
188.114.98.223:8886,0%,208.75
188.114.96.20:890,0%,208.78
188.114.96.178:1180,0%,208.78
188.114.98.164:5956,0%,208.80
188.114.99.83:1010,0%,208.83
188.114.99.194:928,0%,208.86
188.114.99.13:968,0%,208.87
188.114.97.231:1070,0%,208.90
188.114.97.6:942,0%,208.90
188.114.97.110:3854,0%,208.91
188.114.99.209:988,0%,208.94
188.114.97.228:1002,0%,208.95
188.114.99.244:1070,0%,208.96
188.114.97.159:946,0%,208.96
188.114.98.22:864,0%,208.97
188.114.97.198:7559,0%,208.97
188.114.96.95:2408,0%,208.99
188.114.99.253:988,0%,208.99
188.114.98.118:1010,0%,209.00
188.114.96.14:987,0%,209.05
188.114.98.82:8319,0%,209.05
188.114.96.159:1701,0%,209.06
188.114.96.46:934,0%,209.07
188.114.97.8:1180,0%,209.08
188.114.96.77:3581,0%,209.08
188.114.98.248:942,0%,209.09
188.114.99.77:3476,0%,209.10
188.114.99.101:894,0%,209.10
188.114.96.134:894,0%,209.11
188.114.99.151:939,0%,209.11
188.114.98.222:4198,0%,209.16
188.114.98.88:7156,0%,209.16
188.114.98.147:3138,0%,209.20
188.114.99.46:903,0%,209.23
188.114.98.73:988,0%,209.27
188.114.98.170:8886,0%,209.33
188.114.96.34:3581,0%,209.37
188.114.96.220:894,0%,209.38
188.114.97.188:4500,0%,209.39
188.114.97.222:939,0%,209.39
188.114.98.179:1701,0%,209.41
188.114.98.41:7559,0%,209.41
188.114.98.217:7156,0%,209.41
188.114.96.24:2506,0%,209.51
188.114.99.46:988,0%,209.51
188.114.96.62:7152,0%,209.55
188.114.99.19:1002,0%,209.65
188.114.98.53:878,0%,209.66
188.114.96.232:955,0%,209.68
188.114.98.113:988,0%,209.69
188.114.99.159:1074,0%,209.69
188.114.99.240:4177,0%,209.69
188.114.96.78:928,0%,209.77
188.114.98.140:500,0%,209.80
188.114.98.195:1387,0%,209.83
188.114.97.94:891,0%,209.86
188.114.99.58:7281,0%,209.87
188.114.98.212:934,0%,209.92
188.114.99.199:3854,0%,209.95
188.114.96.7:500,0%,210.00
188.114.99.73:1002,0%,210.03
188.114.99.19:3476,0%,210.05
188.114.96.50:2408,0%,210.09
188.114.98.129:2506,0%,210.19
188.114.99.114:8319,0%,210.19
188.114.98.103:2506,0%,210.20
188.114.97.135:1074,0%,210.22
188.114.99.30:4198,0%,210.26
188.114.99.100:3476,0%,210.32
188.114.96.232:4198,0%,210.33
188.114.98.52:1002,0%,210.38
188.114.96.173:4233,0%,210.38
188.114.99.39:1701,0%,210.44
188.114.98.32:8854,0%,210.49
188.114.96.194:1014,0%,210.54
188.114.97.186:3138,0%,210.57
188.114.98.234:1010,0%,210.57
188.114.99.108:3854,0%,210.62
188.114.99.206:5956,0%,210.62
188.114.97.12:4233,0%,210.65
188.114.97.208:1002,0%,210.66
188.114.97.108:1074,0%,210.69
188.114.99.61:8319,0%,210.70
188.114.98.120:854,0%,210.70
188.114.97.219:2506,0%,210.72
188.114.98.235:859,0%,210.74
188.114.97.156:2371,0%,210.79
188.114.96.6:987,0%,210.87
188.114.96.86:987,0%,210.90
188.114.98.140:955,0%,210.92
188.114.99.247:7156,0%,210.93
188.114.99.171:880,0%,210.99
188.114.97.178:988,0%,211.04
188.114.98.170:1014,0%,211.06
188.114.96.206:1014,0%,211.13
188.114.99.128:939,0%,211.17
188.114.97.4:1843,0%,211.18
188.114.98.135:890,0%,211.24
188.114.99.182:955,0%,211.27
188.114.96.16:2371,0%,211.32
188.114.98.74:4198,0%,211.34
